Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,G_prev,G_prev_total,Seasons Played,Previous Season,PS_PTS,PS_TRB,PS_AST,PS_STL,PS_BLK,PS_MP,PS_G,PS_FGA,PS_FG,PS_TOV,PS_3P,PS_3PA,PS_2P,PS_3P%,PS_2PA,PS_2P%,PS_FT%,Best Season
61,Coby White,23,CHI,PG,79,78,36.5,6.8,15.3,0.447,2.6,7.0,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,74.0,269,4,2022-23,9.7,2.9,2.8,0.7,0.1,23.4,74.0,8.0,3.6,1.0,1.7,4.6,1.8,0.372,3.4,0.54,0.871,2020-21
62,Jalen Williams,22,OKC,PF,71,71,31.3,7.5,14.0,0.54,1.5,3.4,0.427,6.1,10.6,0.576,0.592,2.5,3.1,0.814,0.5,3.5,4.0,4.5,1.1,0.6,1.7,2.5,19.1,75.0,75,1,2022-23,14.1,4.5,3.3,1.4,0.5,30.3,75.0,10.6,5.5,1.6,1.0,2.7,4.5,0.356,7.9,0.579,0.812,2022-23
63,Collin Sexton,25,UTA,SG,78,51,26.6,6.5,13.3,0.487,1.6,4.2,0.394,4.8,9.1,0.53,0.549,4.1,4.7,0.859,0.9,1.7,2.6,4.9,0.8,0.2,2.1,2.0,18.7,48.0,266,4,2022-23,14.3,2.2,2.9,0.6,0.1,23.9,48.0,9.8,4.9,1.8,1.0,2.5,3.9,0.393,7.2,0.546,0.819,2020-21
64,Immanuel Quickley,24,2TM,SG,68,38,29.2,5.7,13.1,0.434,2.5,6.4,0.395,3.2,6.8,0.471,0.53,3.1,3.6,0.853,0.3,3.6,3.8,4.9,0.7,0.1,1.5,1.8,17.0,81.0,223,3,2022-23,14.9,4.2,3.4,1.0,0.2,28.9,81.0,11.6,5.2,1.2,2.1,5.6,3.1,0.37,6.0,0.521,0.819,2022-23
64,Immanuel Quickley,24,NYK,SG,30,0,24.0,5.1,11.2,0.454,2.1,5.4,0.395,2.9,5.8,0.509,0.549,2.7,3.1,0.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0,81.0,223,3,2022-23,14.9,4.2,3.4,1.0,0.2,28.9,81.0,11.6,5.2,1.2,2.1,5.6,3.1,0.37,6.0,0.521,0.819,2022-23
64,Immanuel Quickley,24,TOR,PG,38,38,33.3,6.2,14.7,0.422,2.8,7.1,0.395,3.4,7.6,0.448,0.518,3.3,4.0,0.841,0.3,4.5,4.8,6.8,0.9,0.2,1.8,2.0,18.6,81.0,223,3,2022-23,14.9,4.2,3.4,1.0,0.2,28.9,81.0,11.6,5.2,1.2,2.1,5.6,3.1,0.37,6.0,0.521,0.819,2022-23
65,Bradley Beal,30,PHO,SG,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1.0,3.4,4.4,5.0,1.0,0.5,2.5,2.4,18.2,50.0,695,11,2022-23,23.2,3.9,5.4,0.9,0.7,33.5,50.0,17.6,8.9,2.9,1.6,4.4,7.3,0.365,13.2,0.552,0.842,2020-21
66,Nikola Vučević,33,CHI,C,76,74,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,82.0,823,12,2022-23,17.6,11.0,3.2,0.7,0.7,33.5,82.0,14.0,7.3,1.7,1.5,4.2,5.8,0.349,9.8,0.594,0.835,2020-21
67,Darius Garland,24,CLE,PG,57,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,69.0,250,4,2022-23,21.6,2.7,7.8,1.2,0.1,35.5,69.0,16.4,7.6,2.9,2.4,6.0,5.1,0.41,10.4,0.492,0.863,2021-22
68,D'Angelo Russell,27,LAL,PG,76,69,32.7,6.5,14.2,0.456,3.0,7.2,0.415,3.5,7.0,0.497,0.56,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18.0,71.0,495,8,2022-23,17.8,3.0,6.2,1.0,0.4,32.5,71.0,13.4,6.3,2.6,2.7,6.9,3.5,0.396,6.5,0.548,0.829,2019-20
69,Klay Thompson,33,GSW,SF,77,63,29.7,6.4,14.7,0.432,3.5,9.0,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9,69.0,716,9,2022-23,21.9,4.1,2.4,0.7,0.4,33.0,69.0,18.1,7.9,1.8,4.4,10.6,3.6,0.412,7.6,0.47,0.879,2016-17
70,Fred VanVleet,29,HOU,PG,73,73,36.8,5.8,13.9,0.416,3.1,8.0,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,69.0,417,7,2022-23,19.3,4.1,7.2,1.8,0.6,36.7,69.0,16.1,6.3,2.0,3.0,8.8,3.3,0.342,7.3,0.455,0.898,2021-22
71,Jordan Poole,24,WAS,SG,78,66,30.1,6.3,15.2,0.413,2.4,7.2,0.326,3.9,8.0,0.492,0.491,2.5,2.8,0.877,0.4,2.3,2.7,4.4,1.1,0.3,2.4,3.1,17.4,82.0,266,4,2022-23,20.4,2.7,4.5,0.8,0.3,30.0,82.0,15.6,6.7,3.1,2.6,7.8,4.1,0.336,7.8,0.524,0.87,2022-23
72,Brandon Miller,21,CHO,SF,74,68,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8.0,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
73,Tobias Harris,31,PHI,PF,70,70,33.8,6.6,13.6,0.487,1.3,3.7,0.353,5.3,9.9,0.537,0.535,2.7,3.0,0.878,1.1,5.3,6.5,3.1,1.0,0.7,1.3,1.6,17.2,74.0,827,12,2022-23,14.7,5.7,2.5,0.9,0.5,32.9,74.0,11.4,5.7,1.2,1.7,4.4,4.0,0.389,7.0,0.57,0.876,2018-19
74,Myles Turner,27,IND,C,77,77,27.0,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3.0,17.1,62.0,493,8,2022-23,18.0,7.5,1.4,0.6,2.3,29.4,62.0,11.8,6.5,1.7,1.5,4.0,5.0,0.373,7.8,0.638,0.783,2022-23
75,Jordan Clarkson,31,UTA,SG,55,19,30.6,6.1,14.8,0.413,1.7,5.6,0.294,4.5,9.2,0.485,0.469,3.2,3.7,0.881,0.9,2.5,3.4,5.0,0.6,0.1,2.7,1.5,17.1,61.0,661,9,2022-23,20.8,4.0,4.4,0.5,0.2,32.6,61.0,16.9,7.5,3.0,2.5,7.5,5.0,0.338,9.4,0.53,0.816,2022-23
76,Bogdan Bogdanović,31,ATL,SG,79,33,30.4,6.0,13.9,0.428,3.0,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,54.0,370,6,2022-23,14.0,3.1,2.8,0.8,0.3,27.9,54.0,11.3,5.1,1.2,2.7,6.7,2.4,0.406,4.6,0.506,0.831,2020-21
77,Michael Porter Jr.,25,DEN,SF,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7.0,1.5,0.5,0.7,1.1,1.8,16.7,62.0,187,3,2022-23,17.4,5.5,1.0,0.6,0.5,29.0,62.0,13.2,6.4,1.1,3.0,7.3,3.4,0.414,5.9,0.579,0.8,2020-21
78,Deandre Ayton,25,POR,C,55,55,32.4,7.8,13.6,0.57,0.0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,67.0,303,5,2022-23,18.0,10.0,1.7,0.6,0.8,30.4,67.0,13.2,7.8,1.8,0.1,0.4,7.7,0.292,12.9,0.597,0.76,2019-20
79,Dalano Banton,24,2TM,PG,54,9,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,31.0,95,1,2021-22,3.2,1.9,1.5,0.4,0.2,10.9,64.0,3.2,1.3,0.8,0.2,0.8,1.1,0.255,2.4,0.464,0.591,2021-22
79,Dalano Banton,24,BOS,PG,24,1,7.1,0.8,2.1,0.373,0.1,0.7,0.125,0.7,1.5,0.486,0.392,0.7,0.8,0.8,0.5,1.0,1.5,0.8,0.2,0.1,0.4,0.8,2.3,31.0,95,1,2021-22,3.2,1.9,1.5,0.4,0.2,10.9,64.0,3.2,1.3,0.8,0.2,0.8,1.1,0.255,2.4,0.464,0.591,2021-22
79,Dalano Banton,24,POR,PG,30,8,29.2,6.1,15.0,0.408,1.9,6.1,0.311,4.2,8.9,0.474,0.471,2.6,3.3,0.78,1.0,3.8,4.8,3.6,0.9,0.6,2.2,1.5,16.7,31.0,95,1,2021-22,3.2,1.9,1.5,0.4,0.2,10.9,64.0,3.2,1.3,0.8,0.2,0.8,1.1,0.255,2.4,0.464,0.591,2021-22
80,James Harden,34,LAC,PG,72,72,34.3,4.9,11.4,0.428,2.6,6.8,0.381,2.3,4.6,0.497,0.541,4.2,4.8,0.878,0.5,4.7,5.1,8.5,1.1,0.8,2.6,1.8,16.6,58.0,1000,14,2022-23,21.0,6.1,10.7,1.2,0.5,36.8,58.0,14.5,6.4,3.4,2.8,7.2,3.6,0.385,7.3,0.495,0.867,2018-19
81,Jarrett Allen,25,CLE,C,77,77,31.7,6.7,10.6,0.634,0.0,0.1,0.0,6.7,10.6,0.638,0.634,3.0,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,68.0,409,6,2022-23,14.3,9.8,1.7,0.8,1.2,32.6,68.0,9.2,5.9,1.4,0.0,0.1,5.9,0.1,9.1,0.653,0.733,2021-22
82,Chet Holmgren,21,OKC,C,82,82,29.4,6.2,11.6,0.53,1.6,4.3,0.37,4.6,7.4,0.623,0.598,2.7,3.4,0.793,1.6,6.3,7.9,2.4,0.6,2.3,1.6,2.4,16.5,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
83,Jonathan Kuminga,21,GSW,PF,74,46,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3.0,4.0,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,67.0,137,2,2022-23,9.9,3.4,1.9,0.6,0.5,20.8,67.0,7.4,3.9,1.4,0.8,2.2,3.1,0.37,5.2,0.59,0.652,2022-23
84,Jalen Johnson,22,ATL,SF,56,52,33.7,6.4,12.5,0.511,1.3,3.6,0.355,5.1,9.0,0.574,0.562,1.9,2.6,0.728,1.3,7.4,8.7,3.6,1.2,0.8,1.8,2.4,16.0,70.0,92,1,2022-23,5.6,4.0,1.2,0.5,0.5,14.9,70.0,4.6,2.3,0.6,0.4,1.5,1.8,0.288,3.1,0.587,0.628,2022-23
85,Austin Reaves,25,LAL,SG,82,57,32.1,5.6,11.5,0.486,1.9,5.1,0.367,3.7,6.3,0.583,0.568,2.8,3.3,0.853,0.7,3.6,4.3,5.5,0.8,0.3,2.1,1.9,15.9,64.0,125,2,2022-23,13.0,3.0,3.4,0.5,0.3,28.8,64.0,7.7,4.0,1.5,1.3,3.4,2.7,0.398,4.3,0.631,0.864,2022-23
86,Shaedon Sharpe,20,POR,SG,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,80.0,80,1,2022-23,9.9,3.0,1.2,0.5,0.3,22.2,80.0,8.1,3.8,1.0,1.3,3.5,2.6,0.36,4.6,0.559,0.714,2022-23
87,Evan Mobley,22,CLE,PF,50,50,30.6,6.4,11.0,0.58,0.4,1.2,0.373,6.0,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,79.0,148,2,2022-23,16.2,9.0,2.8,0.8,1.5,34.4,79.0,12.0,6.6,1.8,0.3,1.3,6.4,0.216,10.7,0.595,0.674,2022-23
88,Malcolm Brogdon,31,POR,PG,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,67.0,400,7,2022-23,14.9,4.2,3.7,0.7,0.3,26.0,67.0,10.9,5.3,1.5,2.0,4.4,3.3,0.444,6.5,0.51,0.87,2020-21
89,Keldon Johnson,24,SAS,SF,69,27,29.5,5.7,12.5,0.454,1.8,5.3,0.346,3.8,7.2,0.533,0.527,2.5,3.2,0.792,1.4,4.1,5.5,2.8,0.7,0.3,1.4,2.2,15.7,63.0,224,3,2022-23,22.0,5.0,2.9,0.7,0.2,32.7,63.0,17.7,8.0,2.1,2.1,6.5,5.9,0.329,11.2,0.523,0.749,2022-23
90,De'Andre Hunter,26,ATL,SF,57,37,29.5,5.3,11.6,0.459,2.1,5.3,0.385,3.3,6.3,0.521,0.547,2.9,3.4,0.847,0.5,3.4,3.9,1.5,0.7,0.3,1.5,2.6,15.6,67.0,206,3,2022-23,15.4,4.2,1.4,0.5,0.3,31.7,67.0,12.3,5.7,1.2,1.5,4.3,4.2,0.35,8.0,0.521,0.826,2022-23
91,Donte DiVincenzo,27,NYK,SG,81,63,29.1,5.5,12.4,0.443,3.5,8.7,0.401,2.0,3.7,0.542,0.584,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,2.0,15.5,72.0,273,4,2022-23,9.4,4.5,3.5,1.3,0.1,26.3,72.0,7.5,3.3,1.6,2.1,5.3,1.2,0.397,2.3,0.525,0.817,2020-21
92,Simone Fontecchio,28,2TM,SF,66,43,24.9,3.8,8.3,0.46,2.0,5.1,0.401,1.8,3.2,0.551,0.582,0.8,1.0,0.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5,52.0,52,1,2022-23,6.3,1.7,0.8,0.3,0.2,14.7,52.0,6.0,2.2,0.8,1.2,3.7,1.0,0.33,2.3,0.43,0.795,2022-23
92,Simone Fontecchio,28,UTA,SF,50,34,23.2,3.2,7.2,0.45,1.8,4.7,0.391,1.4,2.5,0.56,0.577,0.6,0.8,0.8,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9,52.0,52,1,2022-23,6.3,1.7,0.8,0.3,0.2,14.7,52.0,6.0,2.2,0.8,1.2,3.7,1.0,0.33,2.3,0.43,0.795,2022-23
92,Simone Fontecchio,28,DET,SF,16,9,30.3,5.7,11.9,0.479,2.7,6.3,0.426,3.0,5.6,0.539,0.592,1.4,1.6,0.846,0.8,3.6,4.4,1.8,0.9,0.3,1.1,1.8,15.4,52.0,52,1,2022-23,6.3,1.7,0.8,0.3,0.2,14.7,52.0,6.0,2.2,0.8,1.2,3.7,1.0,0.33,2.3,0.43,0.795,2022-23
93,Jaden Ivey,21,DET,SG,77,61,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,74.0,74,1,2022-23,16.3,3.9,5.2,0.8,0.2,31.1,74.0,13.3,5.5,3.2,1.6,4.7,3.9,0.343,8.6,0.457,0.747,2022-23
94,Kelly Oubre Jr.,28,PHI,SF,68,52,30.2,5.7,12.9,0.441,1.5,4.8,0.311,4.2,8.1,0.517,0.498,2.6,3.4,0.75,1.4,3.6,5.0,1.5,1.1,0.7,1.3,2.9,15.4,48.0,527,8,2022-23,20.3,5.2,1.1,1.4,0.4,32.3,48.0,17.1,7.4,1.3,2.3,7.1,5.1,0.319,10.0,0.51,0.76,2022-23
95,Malik Monk,25,SAC,SG,72,0,26.0,5.5,12.4,0.443,2.1,5.9,0.35,3.4,6.5,0.528,0.526,2.4,2.8,0.829,0.4,2.6,2.9,5.1,0.6,0.5,2.1,2.2,15.4,77.0,386,6,2022-23,13.5,2.6,3.9,0.6,0.3,22.3,77.0,10.3,4.6,1.9,1.9,5.2,2.8,0.359,5.2,0.538,0.889,2021-22
96,Derrick White,29,BOS,SG,73,73,32.6,5.3,11.5,0.461,2.7,6.8,0.396,2.6,4.7,0.555,0.578,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,82.0,345,5,2022-23,12.4,3.6,3.9,0.7,0.9,28.3,82.0,9.2,4.3,1.2,1.8,4.8,2.5,0.381,4.5,0.548,0.875,2020-21
97,Keegan Murray,23,SAC,SF,77,77,33.6,5.8,12.7,0.454,2.4,6.6,0.358,3.4,6.0,0.56,0.548,1.3,1.6,0.831,1.4,4.1,5.5,1.7,1.0,0.8,0.8,2.7,15.2,80.0,80,1,2022-23,12.2,4.6,1.2,0.8,0.5,29.8,80.0,9.8,4.4,0.8,2.6,6.3,1.9,0.411,3.5,0.527,0.765,2022-23
98,Khris Middleton,32,MIL,SF,55,55,27.0,5.8,11.7,0.493,1.7,4.5,0.381,4.1,7.2,0.563,0.566,1.8,2.2,0.833,0.7,3.9,4.7,5.3,0.9,0.3,2.3,2.6,15.1,33.0,684,8,2021-22,20.1,5.4,5.4,1.2,0.3,32.4,66.0,15.5,6.8,2.9,2.5,6.6,4.4,0.373,8.9,0.494,0.89,2019-20
99,OG Anunoby,26,2TM,SF,50,50,34.0,5.6,11.5,0.489,2.0,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,67.0,368,6,2022-23,16.8,5.0,2.0,1.9,0.7,35.6,67.0,13.2,6.3,2.0,2.1,5.5,4.2,0.387,7.7,0.539,0.838,2021-22
99,OG Anunoby,26,TOR,SF,27,27,33.3,5.8,11.9,0.489,2.3,6.0,0.374,3.6,5.9,0.608,0.584,1.2,1.7,0.717,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.3,15.1,67.0,368,6,2022-23,16.8,5.0,2.0,1.9,0.7,35.6,67.0,13.2,6.3,2.0,2.1,5.5,4.2,0.387,7.7,0.539,0.838,2021-22
99,OG Anunoby,26,NYK,SF,23,23,34.9,5.4,11.1,0.488,1.8,4.5,0.394,3.7,6.6,0.553,0.568,1.5,1.9,0.791,1.0,3.4,4.4,1.5,1.7,1.0,1.7,2.5,14.1,67.0,368,6,2022-23,16.8,5.0,2.0,1.9,0.7,35.6,67.0,13.2,6.3,2.0,2.1,5.5,4.2,0.387,7.7,0.539,0.838,2021-22
100,John Collins,26,UTA,PF,68,66,28.0,5.8,11.0,0.532,1.3,3.4,0.371,4.6,7.6,0.605,0.59,2.2,2.7,0.795,2.3,6.1,8.5,1.1,0.6,0.9,1.4,2.8,15.1,71.0,364,6,2022-23,13.1,6.5,1.2,0.6,1.0,30.0,71.0,10.0,5.1,1.1,1.0,3.4,4.1,0.292,6.6,0.619,0.803,2019-20
101,Trey Murphy III,23,NOP,SF,57,23,29.6,4.8,10.9,0.443,3.0,7.8,0.38,1.9,3.1,0.602,0.579,2.2,2.6,0.815,0.7,4.2,4.9,2.2,0.9,0.5,0.6,1.2,14.8,79.0,141,2,2022-23,14.5,3.6,1.4,1.1,0.5,31.0,79.0,10.1,4.9,0.8,2.6,6.3,2.3,0.406,3.8,0.611,0.905,2022-23
102,Deni Avdija,23,WAS,SF,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7,76.0,212,3,2022-23,9.2,6.4,2.8,0.9,0.4,26.6,76.0,7.6,3.3,1.6,0.9,3.1,2.4,0.297,4.6,0.53,0.739,2022-23
103,GG Jackson II,19,MEM,PF,48,18,25.7,5.0,11.7,0.428,2.1,6.0,0.357,2.9,5.8,0.502,0.519,2.4,3.2,0.752,1.1,3.0,4.1,1.2,0.6,0.5,1.4,1.3,14.6,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
104,Dennis Schröder,30,2TM,PG,80,58,31.1,5.0,11.6,0.435,1.7,4.6,0.375,3.3,7.0,0.474,0.509,2.2,2.7,0.836,0.5,2.5,3.0,6.1,0.8,0.2,1.9,2.1,14.0,66.0,687,10,2022-23,12.6,2.5,4.5,0.8,0.2,30.1,66.0,9.8,4.1,1.7,1.1,3.4,3.0,0.329,6.4,0.461,0.857,2017-18
104,Dennis Schröder,30,TOR,PG,51,33,30.6,4.8,11.0,0.442,1.5,4.3,0.35,3.3,6.6,0.501,0.511,2.5,2.9,0.852,0.4,2.3,2.7,6.1,0.9,0.2,1.6,2.1,13.7,66.0,687,10,2022-23,12.6,2.5,4.5,0.8,0.2,30.1,66.0,9.8,4.1,1.7,1.1,3.4,3.0,0.329,6.4,0.461,0.857,2017-18
104,Dennis Schröder,30,BRK,PG,29,25,32.0,5.4,12.7,0.424,2.1,5.1,0.412,3.3,7.6,0.432,0.507,1.8,2.2,0.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,66.0,687,10,2022-23,12.6,2.5,4.5,0.8,0.2,30.1,66.0,9.8,4.1,1.7,1.1,3.4,3.0,0.329,6.4,0.461,0.857,2017-18
105,Gordon Hayward,33,2TM,SF,51,28,24.4,3.7,7.9,0.464,0.7,1.8,0.411,2.9,6.1,0.479,0.51,1.7,2.4,0.742,0.7,2.8,3.5,3.1,0.8,0.3,1.3,1.3,9.8,50.0,784,12,2022-23,14.7,4.3,4.1,0.8,0.2,31.5,50.0,11.6,5.5,2.0,1.0,3.2,4.5,0.325,8.4,0.532,0.811,2016-17
105,Gordon Hayward,33,CHO,SF,25,25,31.9,5.6,11.9,0.468,0.9,2.4,0.361,4.7,9.4,0.496,0.505,2.5,3.2,0.765,1.0,3.7,4.7,4.6,1.1,0.5,2.0,1.8,14.5,50.0,784,12,2022-23,14.7,4.3,4.1,0.8,0.2,31.5,50.0,11.6,5.5,2.0,1.0,3.2,4.5,0.325,8.4,0.532,0.811,2016-17
105,Gordon Hayward,33,OKC,SF,26,3,17.2,1.8,4.1,0.453,0.6,1.1,0.517,1.3,3.0,0.429,0.524,1.0,1.5,0.692,0.5,2.0,2.5,1.6,0.5,0.0,0.6,0.8,5.3,50.0,784,12,2022-23,14.7,4.3,4.1,0.8,0.2,31.5,50.0,11.6,5.5,2.0,1.0,3.2,4.5,0.325,8.4,0.532,0.811,2016-17
106,Bennedict Mathurin,21,IND,SF,59,19,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.7,7.6,0.481,0.507,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,2.0,14.5,78.0,78,1,2022-23,16.7,4.1,1.5,0.6,0.2,28.5,78.0,12.2,5.3,1.9,1.3,4.0,4.0,0.323,8.2,0.488,0.828,2022-23
107,Marcus Smart,29,MEM,PG,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,61.0,581,9,2022-23,11.5,3.1,6.3,1.5,0.4,32.1,61.0,9.9,4.1,2.3,1.9,5.6,2.2,0.336,4.3,0.519,0.746,2020-21
108,Tim Hardaway Jr.,31,DAL,SF,79,12,26.8,5.0,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,71.0,657,10,2022-23,14.4,3.5,1.8,0.7,0.2,30.3,71.0,11.9,4.8,0.8,3.0,7.7,1.8,0.385,4.2,0.431,0.77,2018-19
109,Caris LeVert,29,CLE,SG,68,10,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3.0,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14.0,74.0,392,7,2022-23,12.1,3.8,3.9,1.0,0.3,30.2,74.0,10.0,4.3,1.6,1.7,4.4,2.6,0.392,5.6,0.462,0.722,2020-21
110,Rudy Gobert,31,MIN,C,76,76,34.1,5.3,8.1,0.661,0.0,0.0,0.0,5.3,8.0,0.664,0.661,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,3.1,14.0,70.0,681,10,2022-23,13.4,11.6,1.2,0.8,1.4,30.7,70.0,7.8,5.1,1.7,0.0,0.0,5.1,0.0,7.8,0.663,0.644,2018-19
111,Scoot Henderson,19,POR,PG,62,32,28.5,5.0,12.9,0.385,1.4,4.3,0.325,3.5,8.5,0.416,0.44,2.7,3.3,0.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14.0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None
112,Grant Williams,25,2TM,PF,76,43,28.0,3.6,8.0,0.456,1.7,4.4,0.375,2.0,3.5,0.558,0.56,1.4,1.8,0.757,1.1,3.1,4.2,2.3,0.6,0.5,1.4,3.0,10.3,79.0,288,4,2022-23,8.1,4.6,1.7,0.5,0.4,25.9,79.0,6.0,2.7,1.0,1.5,3.7,1.3,0.395,2.3,0.546,0.77,2022-23
112,Grant Williams,25,DAL,PF,47,33,26.4,2.8,6.7,0.413,1.7,4.5,0.376,1.1,2.3,0.486,0.538,0.9,1.2,0.745,1.0,2.6,3.6,1.7,0.5,0.6,1.1,2.9,8.1,79.0,288,4,2022-23,8.1,4.6,1.7,0.5,0.4,25.9,79.0,6.0,2.7,1.0,1.5,3.7,1.3,0.395,2.3,0.546,0.77,2022-23
112,Grant Williams,25,CHO,PF,29,10,30.6,5.0,9.9,0.503,1.6,4.3,0.373,3.4,5.6,0.605,0.585,2.2,2.9,0.765,1.4,3.8,5.1,3.2,0.7,0.4,1.9,3.1,13.9,79.0,288,4,2022-23,8.1,4.6,1.7,0.5,0.4,25.9,79.0,6.0,2.7,1.0,1.5,3.7,1.3,0.395,2.3,0.546,0.77,2022-23
113,Aaron Gordon,28,DEN,PF,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,68.0,596,9,2022-23,16.3,6.6,3.0,0.8,0.8,30.2,68.0,11.2,6.3,1.4,0.9,2.5,5.4,0.347,8.6,0.628,0.608,2017-18
114,Norman Powell,30,LAC,SG,76,3,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,60.0,481,8,2022-23,17.0,2.9,1.8,0.8,0.3,26.1,60.0,11.8,5.7,1.7,1.9,4.8,3.8,0.397,7.1,0.534,0.812,2021-22
